area_type,availability,location,bath,price,bhk,sqft
Built-up  Area,Ready To Move,Vidyaranyapura,2,40.0,2,945.0
Super built-up  Area,Soon to be Vacated,Koramangala,2,63.85,2,1161.0
Super built-up  Area,Soon to be Vacated,Banashankari Stage V,3,51.35,3,1630.0
Plot  Area,Soon to be Vacated,Whitefield,3,67.77,3,1200.0
Built-up  Area,Ready To Move,Nagavara,2,70.0,2,1315.0
Super built-up  Area,Ready To Move,Sahakara Nagar,2,90.0,3,1370.0
Built-up  Area,Ready To Move,Bellandur,3,90.0,2,1465.0
Super built-up  Area,Soon to be Vacated,Electronic City,2,64.0,2,1128.0
Super built-up  Area,Soon to be Vacated,Hebbal,3,117.0,3,1645.0
Super built-up  Area,Ready To Move,Horamavu Agara,2,75.0,3,1284.0
Super built-up  Area,Soon to be Vacated,Hebbal,3,199.0,3,2600.0
Super built-up  Area,Soon to be Vacated,Kodigehalli,3,150.0,3,1820.0
Super built-up  Area,Ready To Move,Haralur Road,3,73.0,3,1580.0
Built-up  Area,Ready To Move,Akshaya Nagar,3,125.0,3,2650.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2,68.0,2,1215.0
Super built-up  Area,Ready To Move,Uttarahalli,2,40.0,2,1075.0
Built-up  Area,Ready To Move,Bisuvanahalli,2,30.0,2,845.0
Super built-up  Area,Ready To Move,Other,2,85.0,2,800.0
Super built-up  Area,Ready To Move,Panathur,2,85.0,2,1199.0
Super built-up  Area,Ready To Move,Gunjur,2,43.48,2,1175.0
Plot  Area,Ready To Move,Sahakara Nagar,3,270.0,3,2400.0
Super built-up  Area,Ready To Move,Bellandur,3,109.0,3,1767.0
Super built-up  Area,Soon to be Vacated,Talaghattapura,3,135.0,3,1856.0
Plot  Area,Ready To Move,R.T. Nagar,3,140.0,3,1200.0
Built-up  Area,Ready To Move,Whitefield,2,90.0,2,1290.0
Super built-up  Area,Ready To Move,Kasavanhalli,2,78.0,2,1375.0
Plot  Area,Ready To Move,Other,4,200.0,4,1200.0
Super built-up  Area,Ready To Move,Singasandra,2,37.5,2,1099.0
Super built-up  Area,Soon to be Vacated,Electronic City,1,13.31,1,605.0
Super built-up  Area,Ready To Move,Other,12,150.0,11,6000.0
Super built-up  Area,Ready To Move,Marathahalli,2,53.0,2,1200.0
Built-up  Area,Ready To Move,Hulimavu,2,45.0,2,1000.0
Super built-up  Area,Ready To Move,Sarjapur  Road,5,340.0,5,3692.0
Plot  Area,Ready To Move,Other,2,80.0,2,600.0
Built-up  Area,Ready To Move,BTM Layout,2,78.0,3,1540.0
Built-up  Area,Ready To Move,Other,2,93.0,3,1503.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,4,120.0,3,1850.0
Super built-up  Area,Ready To Move,Mico Layout,2,39.25,2,1190.0
Super built-up  Area,Soon to be Vacated,Jakkur,1,19.9,2,850.0
Super built-up  Area,Ready To Move,Domlur,3,285.0,3,2180.0
Plot  Area,Soon to be Vacated,ITPL,3,56.12,3,1200.0
Super built-up  Area,Ready To Move,Thanisandra,3,120.0,3,1880.0
Super built-up  Area,Ready To Move,Padmanabhanagar,2,45.0,2,1150.0
Plot  Area,Soon to be Vacated,Kasavanhalli,4,344.0,4,4408.0
Super built-up  Area,Ready To Move,Bellandur,2,35.11,2,924.0
Built-up  Area,Ready To Move,Karuna Nagar,3,175.0,3,1962.0
Super built-up  Area,Soon to be Vacated,Bannerghatta Road,3,115.0,3,1894.0
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3,142.0,3,1760.0
Built-up  Area,Ready To Move,Kothanur,3,97.0,3,1790.0
Built-up  Area,Ready To Move,Kengeri,4,160.0,4,2540.0
Super built-up  Area,Ready To Move,Mahadevpura,2,53.4,2,1137.0
Super built-up  Area,Soon to be Vacated,Jakkur,4,229.0,4,3181.0
Super built-up  Area,Ready To Move,Mysore Road,2,100.0,3,1568.0
Super built-up  Area,Ready To Move,AECS Layout,2,60.0,2,1308.0
Super built-up  Area,Soon to be Vacated,Other,4,350.0,4,3060.0
Super built-up  Area,Ready To Move,Other,1,32.0,1,800.0
Super built-up  Area,Soon to be Vacated,Electronic City,1,13.5,1,530.0
Plot  Area,Ready To Move,Other,4,235.0,4,1200.0
Super built-up  Area,Ready To Move,Subramanyapura,2,33.53,2,958.0
Super built-up  Area,Ready To Move,Thigalarapalya,4,160.0,3,2072.0
Super built-up  Area,Soon to be Vacated,Talaghattapura,3,159.0,3,2273.0
Super built-up  Area,Ready To Move,Thanisandra,1,50.0,1,760.0
Super built-up  Area,Ready To Move,Dommasandra,2,43.5,2,1090.0
Super built-up  Area,Ready To Move,Thigalarapalya,4,155.0,3,2072.0
Super built-up  Area,Ready To Move,Bellandur,3,230.0,3,2666.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,89.0,3,1550.0
Super built-up  Area,Soon to be Vacated,Ramagondanahalli,2,50.0,2,1251.0
Super built-up  Area,Ready To Move,Electronic City,2,53.0,2,1070.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2,45.0,2,1200.0
Super built-up  Area,Ready To Move,Panathur,2,40.0,2,1000.0
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,9,240.0,9,3600.0
Plot  Area,Ready To Move,Other,1,35.0,1,600.0
Super built-up  Area,Ready To Move,Uttarahalli,2,40.43,2,1155.0
Plot  Area,Ready To Move,Magadi Road,3,98.0,3,1200.0
Super built-up  Area,Ready To Move,Budigere,2,65.0,2,1149.0
Plot  Area,Ready To Move,Choodasandra,4,375.0,4,3200.0
Super built-up  Area,Ready To Move,Hegde Nagar,3,119.0,3,1718.0
Super built-up  Area,Ready To Move,Banashankari,2,77.0,2,1330.0
Super built-up  Area,Ready To Move,Hormavu,2,68.0,2,1200.0
Super built-up  Area,Soon to be Vacated,Bannerghatta Road,3,89.0,3,1693.0
Super built-up  Area,Soon to be Vacated,Koramangala,2,165.0,2,1249.0
Built-up  Area,Ready To Move,Thanisandra,4,125.0,3,1800.0
Plot  Area,Ready To Move,Margondanahalli,2,55.0,2,900.0
Super built-up  Area,Ready To Move,NGR Layout,2,46.0,2,1020.0
Built-up  Area,Soon to be Vacated,Panathur,1,40.0,1,661.0
Super built-up  Area,Soon to be Vacated,Bannerghatta Road,2,60.16,2,1280.0
Super built-up  Area,Ready To Move,Hosur Road,2,48.0,2,1170.0
Super built-up  Area,Ready To Move,Thanisandra,2,58.0,1,933.0
Built-up  Area,Ready To Move,Banjara Layout,2,64.8,2,1050.0
Super built-up  Area,Ready To Move,Harlur,2,90.0,2,1303.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,40.54,2,1196.0
Built-up  Area,Ready To Move,Nagarbhavi,3,180.0,5,2500.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2,87.0,3,1419.0
Super built-up  Area,Ready To Move,Banashankari,2,49.0,2,1200.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,2,65.0,2,1120.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,1,45.4,1,762.5
Super built-up  Area,Ready To Move,Electronics City Phase 1,2,75.0,2,1245.0
Built-up  Area,Ready To Move,Other,4,428.0,4,3978.0
Super built-up  Area,Ready To Move,Channasandra,2,34.0,2,1093.0
Super built-up  Area,Ready To Move,Hebbal,2,97.0,2,1345.0
Super built-up  Area,Soon to be Vacated,Vijayanagar,2,86.0,2,1180.0
Super built-up  Area,Ready To Move,NGR Layout,2,48.45,2,1020.0
Super built-up  Area,Soon to be Vacated,Konanakunte,4,511.0,4,3621.0
Super built-up  Area,Ready To Move,Other,3,170.0,3,2008.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2,55.0,2,1020.0
Super built-up  Area,Ready To Move,Other,3,142.0,3,2095.0
Super built-up  Area,Ready To Move,Gunjur,3,62.63,3,1362.0
Super built-up  Area,Ready To Move,Yelahanka,1,30.84,1,694.0
Super built-up  Area,Ready To Move,Vittasandra,2,70.0,2,1404.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2,47.0,3,1192.0
Super built-up  Area,Ready To Move,Vittasandra,2,67.48,2,1259.0
Built-up  Area,Ready To Move,Indira Nagar,1,60.0,1,850.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4,180.0,3,1900.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,2,86.0,2,1367.0
Super built-up  Area,Ready To Move,Sarjapur,2,42.0,2,1175.0
Super built-up  Area,Ready To Move,R.T. Nagar,4,400.0,4,2800.0
Super built-up  Area,Ready To Move,Hoskote,2,33.6,2,1095.0
Super built-up  Area,Ready To Move,Attibele,1,19.55,1,782.0
Super built-up  Area,Ready To Move,Gubbalala,2,80.0,3,1435.0
Super built-up  Area,Ready To Move,Choodasandra,2,36.0,2,725.0
Super built-up  Area,Ready To Move,Hosakerehalli,4,300.0,4,3205.0
Super built-up  Area,Ready To Move,Nehru Nagar,3,90.0,3,1674.0
Super built-up  Area,Ready To Move,Haralur Road,2,46.0,2,1243.0
Super built-up  Area,Soon to be Vacated,Kanakpura Road,3,130.0,3,1703.0
Super built-up  Area,Ready To Move,Horamavu Agara,2,41.21,2,1145.0
Super built-up  Area,Soon to be Vacated,Whitefield,2,75.0,2,1216.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,60.0,2,1100.0
Super built-up  Area,Ready To Move,Sarjapur  Road,5,201.0,4,2425.0
Plot  Area,Ready To Move,Kothanur,4,175.0,4,2700.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,40.54,2,1196.0
Carpet  Area,Ready To Move,Kanakpura Road,3,90.0,3,1600.0
Super built-up  Area,Soon to be Vacated,Banashankari Stage V,3,47.57,3,1510.0
Super built-up  Area,Ready To Move,Hosakerehalli,4,326.0,4,3033.0
Plot  Area,Ready To Move,Pai Layout,2,72.0,2,780.0
Super built-up  Area,Ready To Move,Haralur Road,2,47.0,2,1194.0
Built-up  Area,Ready To Move,Banashankari Stage II,2,110.0,2,1250.0
Plot  Area,Ready To Move,Horamavu Agara,4,100.0,4,1250.0
Plot  Area,Ready To Move,Other,4,160.0,4,1350.0
Built-up  Area,Ready To Move,Laggere,2,48.0,1,620.0
Built-up  Area,Ready To Move,Hennur Road,2,45.0,2,1020.0
Carpet  Area,Soon to be Vacated,Bhoganhalli,2,100.0,2,1181.7
Super built-up  Area,Ready To Move,Sarjapur  Road,3,113.0,3,1691.0
Built-up  Area,Ready To Move,KR Puram,4,83.0,4,1200.0
Super built-up  Area,Ready To Move,Banaswadi,2,60.0,2,1200.0
Super built-up  Area,Ready To Move,Old Airport Road,2,50.0,2,1050.0
Super built-up  Area,Ready To Move,Kathriguppe,3,77.99,3,1300.0
Super built-up  Area,Soon to be Vacated,Whitefield,2,94.84,2,1356.0
Super built-up  Area,Soon to be Vacated,Whitefield,2,103.0,2,1338.0
Super built-up  Area,Ready To Move,Other,1,20.0,1,500.0
Super built-up  Area,Soon to be Vacated,Other,2,100.0,3,1280.0
Built-up  Area,Ready To Move,Anekal,1,23.5,2,620.0
Super built-up  Area,Ready To Move,Thanisandra,3,110.0,3,1917.0
Built-up  Area,Ready To Move,Thubarahalli,3,175.0,3,2625.0
Built-up  Area,Ready To Move,Sahakara Nagar,2,55.0,2,1100.0
Super built-up  Area,Ready To Move,Hennur Road,3,128.0,3,2041.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4,160.0,3,2070.0
Built-up  Area,Ready To Move,Other,3,110.0,3,1650.0
Plot  Area,Soon to be Vacated,Ambedkar Nagar,4,255.0,4,3565.0
Super built-up  Area,Ready To Move,HSR Layout,2,65.0,2,1142.0
Super built-up  Area,Soon to be Vacated,Hosa Road,2,32.8,2,1063.0
Built-up  Area,Ready To Move,Kammanahalli,2,60.0,2,1100.0
Plot  Area,Ready To Move,Other,2,85.0,2,1044.0
Built-up  Area,Ready To Move,6th Phase JP Nagar,2,60.0,2,1216.0
Super built-up  Area,Ready To Move,Hosur Road,2,108.0,2,1345.0
Super built-up  Area,Ready To Move,Marathahalli,2,130.0,2,1248.0
Plot  Area,Ready To Move,Other,4,325.0,4,1830.0
Built-up  Area,Ready To Move,Other,1,130.0,2,900.0
Built-up  Area,Ready To Move,Bellandur,4,245.0,4,3600.0
Super built-up  Area,Ready To Move,Uttarahalli,2,35.88,2,1025.0
Plot  Area,Ready To Move,Other,1,99.0,2,840.0
Built-up  Area,Ready To Move,EPIP Zone,3,268.0,3,2500.0
Super built-up  Area,Ready To Move,Babusapalaya,2,55.99,2,1450.0
Super built-up  Area,Soon to be Vacated,Raja Rajeshwari Nagar,2,70.0,2,1160.0
Plot  Area,Ready To Move,Yelahanka New Town,3,350.0,3,2700.0
Super built-up  Area,Ready To Move,Uttarahalli,2,47.65,2,1125.0
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,38.37,2,1133.0
Super built-up  Area,Ready To Move,Arekere,2,60.0,2,1240.0
Super built-up  Area,Soon to be Vacated,Devanahalli,3,77.59,3,1466.0
Super built-up  Area,Ready To Move,Other,4,411.0,4,3870.0
Super built-up  Area,Ready To Move,Ramagondanahalli,2,115.0,3,1610.0
Built-up  Area,Ready To Move,Kaggadasapura,2,48.0,2,1225.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2,54.0,2,1300.0
Super built-up  Area,Soon to be Vacated,Thanisandra,4,123.0,3,1996.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3,240.0,3,1800.0
Super built-up  Area,Ready To Move,Other,3,175.0,3,1835.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,90.0,3,1435.0
Super built-up  Area,Ready To Move,Rayasandra,3,70.0,3,1601.0
Super built-up  Area,Ready To Move,Kadubeesanahalli,2,93.0,2,1257.0
Super built-up  Area,Ready To Move,Kasavanhalli,2,95.0,2,1309.0
Plot  Area,Ready To Move,Yeshwanthpur,2,100.0,2,1362.0
Super built-up  Area,Ready To Move,Banashankari,2,67.0,2,1185.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,120.0,3,1790.0
Plot  Area,Ready To Move,Whitefield,4,208.0,3,3450.0
Super built-up  Area,Ready To Move,Budigere,1,27.375,1,693.0
Super built-up  Area,Ready To Move,Devanahalli,1,39.0,1,775.0
Built-up  Area,Ready To Move,Hoodi,2,48.0,2,1000.0
Super built-up  Area,Soon to be Vacated,Thanisandra,2,77.25,2,1183.0
Super built-up  Area,Soon to be Vacated,Binny Pete,3,178.0,3,1282.0
Super built-up  Area,Ready To Move,Other,1,15.0,1,425.0
Built-up  Area,Ready To Move,Hebbal,2,52.0,2,1200.0
Super built-up  Area,Soon to be Vacated,Ramagondanahalli,2,43.6,2,1151.0
Super built-up  Area,Ready To Move,Hegde Nagar,3,123.0,3,1847.0
Super built-up  Area,Soon to be Vacated,Devanahalli,2,49.87,1,1020.0
Super built-up  Area,Ready To Move,Somasundara Palya,3,95.0,3,1650.0
Super built-up  Area,Ready To Move,Other,4,242.0,4,2380.0
Super built-up  Area,Ready To Move,Begur Road,2,44.0,2,1160.0
Super built-up  Area,Ready To Move,Brookefield,2,49.0,2,1089.0
Super built-up  Area,Ready To Move,Yelahanka,2,60.0,2,1115.0
Super built-up  Area,Ready To Move,Kudlu Gate,2,45.0,2,1215.0
Super built-up  Area,Soon to be Vacated,Kannamangala,3,104.0,3,1536.0
Super built-up  Area,Ready To Move,Hennur,2,55.5,2,1255.0
Super built-up  Area,Soon to be Vacated,Electronic City,3,83.0,3,1571.0
Plot  Area,Ready To Move,Other,1,70.0,2,900.0
Super built-up  Area,Ready To Move,Other,2,125.0,2,1517.0
Super built-up  Area,Ready To Move,Budigere,1,35.4,1,664.0
Super built-up  Area,Ready To Move,Devarachikkanahalli,2,58.0,2,1230.0
Super built-up  Area,Ready To Move,Hegde Nagar,2,72.0,2,1340.0
Plot  Area,Ready To Move,Benson Town,4,600.0,4,3569.0
Super built-up  Area,Ready To Move,Sarjapur,2,43.1,2,1240.0
Built-up  Area,Ready To Move,Other,2,150.0,3,1359.9900000000002
Super built-up  Area,Soon to be Vacated,Kanakpura Road,1,29.25,1,525.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,117.0,3,1680.0
Super built-up  Area,Ready To Move,Gunjur,2,51.0,2,1071.0
Super built-up  Area,Soon to be Vacated,Other,3,455.0,3,3144.0
Built-up  Area,Ready To Move,Kalyan nagar,2,60.0,2,1190.0
Super built-up  Area,Ready To Move,Pattandur Agrahara,2,80.0,3,1550.0
Built-up  Area,Ready To Move,Mallasandra,2,73.0,2,1325.0
Super built-up  Area,Ready To Move,Hennur,2,44.55,2,1100.0
Super built-up  Area,Soon to be Vacated,Talaghattapura,3,147.0,3,2099.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,3,132.0,2,1485.0
Super built-up  Area,Ready To Move,Hosur Road,2,55.0,2,1250.0
Super built-up  Area,Ready To Move,Bellandur,2,46.79,2,1170.0
Super built-up  Area,Soon to be Vacated,Kanakpura Road,2,91.06,2,1328.0
Super built-up  Area,Soon to be Vacated,Hennur Road,2,87.0,2,1232.0
Super built-up  Area,Ready To Move,1st Phase JP Nagar,2,88.5,2,1180.0
Super built-up  Area,Ready To Move,Electronic City,3,66.0,3,1350.0
Super built-up  Area,Soon to be Vacated,Other,4,280.0,4,3602.0
Super built-up  Area,Ready To Move,Nagasandra,4,145.0,4,2400.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2,32.0,2,1020.0
Built-up  Area,Ready To Move,Other,3,120.0,3,2159.0
Super built-up  Area,Ready To Move,Hennur,2,57.5,2,1255.0
Plot  Area,Soon to be Vacated,Other,3,72.0,3,1200.0
Super built-up  Area,Soon to be Vacated,Tumkur Road,1,31.315,1,728.5
Super built-up  Area,Ready To Move,Bommanahalli,2,100.0,3,1660.0
Built-up  Area,Ready To Move,Other,3,175.0,6,1850.0
Built-up  Area,Ready To Move,Other,1,34.0,1,510.0
Super built-up  Area,Ready To Move,Mahadevpura,3,95.0,3,1601.0
Super built-up  Area,Soon to be Vacated,Begur Road,2,42.0,2,952.0
Built-up  Area,Ready To Move,Other,2,260.0,3,2700.0
Built-up  Area,Ready To Move,Electronic City Phase II,3,97.0,4,1900.0
Plot  Area,Ready To Move,Other,2,175.0,3,1350.0
Super built-up  Area,Soon to be Vacated,Haralur Road,2,96.0,3,1520.0
Super built-up  Area,Ready To Move,Yelenahalli,2,50.0,2,1175.0
Super built-up  Area,Ready To Move,Bharathi Nagar,2,68.0,2,1432.0
Super built-up  Area,Soon to be Vacated,Bommasandra Industrial Area,2,39.77,2,1005.0
Super built-up  Area,Ready To Move,Rajiv Nagar,2,80.0,2,1309.0
Super built-up  Area,Ready To Move,Other,4,370.0,3,2251.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,77.0,2,1050.0
Plot  Area,Ready To Move,Sanjay nagar,3,310.0,3,2400.0
Built-up  Area,Ready To Move,Other,2,56.0,2,940.0
Plot  Area,Ready To Move,BTM 2nd Stage,2,360.0,3,2400.0
Super built-up  Area,Ready To Move,Electronic City,3,110.0,3,1652.0
Super built-up  Area,Ready To Move,Rajiv Nagar,4,145.0,4,2340.0
Super built-up  Area,Soon to be Vacated,Koramangala,2,179.0,2,1084.0
Plot  Area,Ready To Move,Kammanahalli,1,81.0,2,1200.0
Plot  Area,Soon to be Vacated,HBR Layout,5,320.0,4,2400.0
Super built-up  Area,Soon to be Vacated,Electronic City Phase II,2,27.43,2,1020.0
Super built-up  Area,Ready To Move,Whitefield,2,90.33,2,1267.0
Super built-up  Area,Ready To Move,Bhoganhalli,4,185.0,4,2439.0
Built-up  Area,Ready To Move,Other,3,95.0,3,1645.0
Super built-up  Area,Ready To Move,Sahakara Nagar,2,75.0,3,1100.0
Super built-up  Area,Soon to be Vacated,Ananth Nagar,2,29.7,2,1000.0
Built-up  Area,Ready To Move,KR Puram,6,58.0,6,2500.0
Built-up  Area,Ready To Move,Kalyan nagar,2,44.5,2,1086.0
Super built-up  Area,Soon to be Vacated,Kengeri,1,18.0,1,416.0
Built-up  Area,Ready To Move,Hennur Road,2,52.23,2,1066.0
Super built-up  Area,Ready To Move,Marathahalli,5,175.0,4,2500.0
Super built-up  Area,Ready To Move,Subramanyapura,2,55.0,2,960.0
Super built-up  Area,Soon to be Vacated,Haralur Road,3,83.05,3,1510.0
Built-up  Area,Ready To Move,Old Madras Road,3,142.0,3,2300.0
Built-up  Area,Ready To Move,Other,2,63.0,2,1000.0
Super built-up  Area,Ready To Move,Poorna Pragna Layout,2,46.39,2,1160.0
Super built-up  Area,Soon to be Vacated,Seegehalli,2,45.0,2,1134.0
Plot  Area,Ready To Move,Horamavu Agara,3,80.0,5,2400.0
Plot  Area,Soon to be Vacated,Whitefield,4,143.0,4,2400.0
Super built-up  Area,Ready To Move,Sarjapur,2,42.0,2,1032.0
Super built-up  Area,Ready To Move,Other,3,117.0,3,1998.0
Super built-up  Area,Soon to be Vacated,Murugeshpalya,2,48.0,2,1225.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,67.0,2,1262.0
Super built-up  Area,Soon to be Vacated,Badavala Nagar,3,115.0,3,1842.0
Super built-up  Area,Soon to be Vacated,Kothannur,2,38.6,2,1070.0
Built-up  Area,Ready To Move,TC Palaya,2,70.0,2,1000.0
Super built-up  Area,Ready To Move,Kadugodi,2,56.0,2,1394.0
Super built-up  Area,Ready To Move,Amruthahalli,2,85.0,3,1450.0
Super built-up  Area,Ready To Move,Banaswadi,1,35.0,1,527.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,125.0,3,1693.0
Super built-up  Area,Ready To Move,Horamavu Agara,2,46.0,2,1000.0
Built-up  Area,Ready To Move,Kogilu,2,49.0,2,952.0
Super built-up  Area,Ready To Move,Malleshwaram,4,270.0,3,2050.0
Super built-up  Area,Ready To Move,Kengeri,1,14.0,1,1200.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,2,108.0,2,1400.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,125.0,3,1826.0
Super built-up  Area,Soon to be Vacated,Hosur Road,3,103.0,3,1689.0
Super built-up  Area,Ready To Move,Hennur,2,48.0,2,960.0
Built-up  Area,Ready To Move,Channasandra,2,40.0,2,808.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,2,38.5,2,907.0
Super built-up  Area,Ready To Move,Uttarahalli,2,55.0,2,1300.0
Super built-up  Area,Ready To Move,Other,3,150.0,3,1804.0
Super built-up  Area,Ready To Move,Other,3,81.0,3,1350.0
Super built-up  Area,Ready To Move,Whitefield,3,125.0,3,1836.0
Super built-up  Area,Ready To Move,Hormavu,2,68.0,2,1200.0
Super built-up  Area,Soon to be Vacated,Other,3,300.0,4,3000.0
Plot  Area,Ready To Move,Indira Nagar,4,405.0,4,2400.0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2,80.0,2,1460.0
Plot  Area,Ready To Move,Hoskote,4,140.0,4,1200.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,2,56.0,2,965.0
Carpet  Area,Ready To Move,Kothannur,4,95.0,4,2000.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,116.0,3,1660.0
Super built-up  Area,Soon to be Vacated,Kanakpura Road,2,82.0,2,1204.0
Super built-up  Area,Ready To Move,Thigalarapalya,4,153.0,3,2072.0
Built-up  Area,Ready To Move,Haralur Road,2,65.0,2,1056.0
Super built-up  Area,Soon to be Vacated,Hebbal,2,62.0,2,985.0
Super built-up  Area,Ready To Move,Banashankari Stage V,2,49.0,3,1315.0
Built-up  Area,Ready To Move,KR Puram,2,22.0,2,734.0
Built-up  Area,Ready To Move,Kammanahalli,4,200.0,4,2900.0
Super built-up  Area,Ready To Move,Yelahanka,4,140.0,3,2317.0
Built-up  Area,Ready To Move,Singasandra,1,45.0,1,600.0
Super built-up  Area,Ready To Move,Attibele,2,25.0,2,656.0
Built-up  Area,Ready To Move,Attibele,1,11.5,1,400.0
Super built-up  Area,Ready To Move,Yeshwanthpur,1,36.8,1,666.0
Plot  Area,Ready To Move,Kadubeesanahalli,5,425.0,4,3293.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,47.0,2,1174.0
Built-up  Area,Ready To Move,Narayanapura,5,85.0,5,2400.0
Super built-up  Area,Ready To Move,Marathahalli,2,47.0,2,957.0
Built-up  Area,Ready To Move,Banashankari Stage III,2,160.0,2,910.0
Super built-up  Area,Soon to be Vacated,Banashankari,2,50.0,2,1000.0
Super built-up  Area,Ready To Move,Kodihalli,5,335.0,4,3197.0
Super built-up  Area,Soon to be Vacated,Kanakpura Road,3,130.0,3,1703.0
Super built-up  Area,Ready To Move,Kaval Byrasandra,2,41.5,2,1125.0
